0.8125,0.4107143,0.6,0.30357143,100,9.961961096,0.374836513,8.901946265,0.374836513,9.990910507,0.374836513,8.381696059,0.374836513,12.06607814,0.374836513,0.7625,0.37500003,139,0.52500004,0.2857143,145,10.65047438,0.419620221,11.08695987,0.36372389,10.49187028,0.391672055,8.638805317,0.36372389,12.26328996,0.419620221,0.71250004,0.33928573,221,0.5125,0.2857143,60,10.55587992,1.201647419,11.00298123,0.179554276,10.69953778,0.690600847,9.259534576,0.179554276,12.11243585,1.201647419,0.675,0.2857143,205,0.675,0.2857143,65,9.988364801,0.648152922,9.827110592,0.326512909,10.382736,0.723705175,8.987652379,0.326512909,11.44529059,1.196449693,0
0.83750004,0.42857146,0.83750004,0.42857146,83,10.80465889,0.983679732,10.84571548,0.95848724,10.40527643,0.971083486,8.940374683,0.95848724,11.98863315,0.983679732,0.7625,0.37500003,171,0.7625,0.37500003,114,10.62059676,0.273626632,10.50131024,0.823717735,10.47992445,0.548672183,9.515897742,0.273626632,12.43636425,0.823717735,0.71250004,0.33928573,196,0.4625,0.26785716,82,10.89253869,0.43148909,10.59527493,1.189277846,10.61403753,0.810383468,9.198868002,0.43148909,12.25766967,1.189277846,0.65000004,0.26785716,290,0.6125,0.26785716,82,10.02324926,0.276260084,9.315903487,0.285037119,10.40000079,0.224308584,9.315903487,0.088391502,11.61473992,0.285037119,0
0.85,0.4107143,0.85,0.4107143,72,10.78908215,0.869335412,9.542889333,0.205626297,10.32705149,0.537480855,8.434862425,0.205626297,11.77482263,0.869335412,0.8125,0.37500003,193,0.5625,0.30357143,99,9.282840006,0.573785033,11.45691861,0.910076918,10.60033805,0.741930976,8.619316836,0.573785033,12.1206989,0.910076918,0.6875,0.30357143,242,0.5,0.23214287,90,10.55553022,0.385076567,9.974088618,0.597530254,10.47593984,0.491303411,8.971392749,0.385076567,12.71704018,0.597530254,0.575,0.23214287,225,0.575,0.23214287,48,9.284555932,0.506452177,10.58799606,0.10531099,10.32599319,0.416609677,9.284555932,0.10531099,11.22268707,0.638065863,0
0.83750004,0.39285716,0.6,0.30357143,57,9.165895116,0.814283336,9.894026861,0.572532241,10.18991156,0.693407789,8.649175463,0.572532241,12.38360866,0.814283336,0.7625,0.37500003,217,0.675,0.30357143,82,9.53596235,0.447683468,11.15275922,0.370996358,10.43573305,0.409339913,9.016519683,0.370996358,12.1216624,0.447683468,0.625,0.30357143,210,0.35,0.19642858,61,11.09578951,0.831156667,9.660169072,0.831156667,10.35084817,0.831156667,9.515000539,0.831156667,11.37189617,0.831156667,0.6625,0.30357143,180,0.45000002,0.25,91,11.04143327,0.697786365,10.2856019,0.219480099,10.35608007,0.369610708,8.646690138,0.219480099,12.35660507,0.697786365,0
0.925,0.4464286,0.5625,0.2857143,106,11.09252022,0.764061998,11.49723965,0.149462421,10.23123084,0.45676221,8.029347154,0.149462421,11.95664059,0.764061998,0.8,0.37500003,175,0.6,0.30357143,109,13.25730443,1.864929792,9.646794628,0.69856714,10.92679251,1.281748466,8.268661266,0.69856714,13.63946136,1.864929792,0.71250004,0.33928573,158,0.6125,0.30357143,107,10.13034255,0.732269284,9.737916827,0.732269284,10.75841325,0.732269284,9.19339,0.732269284,12.32330263,0.732269284,0.6875,0.3214286,135,0.6375,0.30357143,88,8.612902338,0.463067588,9.853802755,0.384230959,10.33658303,0.676518853,7.852712895,0.384230959,11.73214682,1.284091586,0
0.8625,0.4464286,0.75,0.26785716,98,11.26364393,0.508528122,11.90595118,0.242199499,10.48202392,0.375363811,8.818861936,0.242199499,11.90595118,0.508528122,0.77500004,0.39285716,159,0.675,0.30357143,107,10.6222444,0.834663505,10.29637081,0.359067697,10.63324811,0.596865601,8.768680692,0.359067697,12.50575831,0.834663505,0.7375,0.33928573,184,0.65000004,0.30357143,107,10.93073223,0.189226995,9.424965436,0.178683925,10.46191086,0.18395546,8.704106605,0.178683925,12.31443042,0.189226995,0.7,0.30357143,176,0.6,0.2857143,98,8.70465523,0.499623445,11.37297001,0.139105118,10.3498597,0.440334412,8.70465523,0.139105118,12.26719605,0.682274672,0
0.9375,0.4464286,0.675,0.30357143,106,10.73041776,0.387365561,9.732493299,0.564470264,10.50587077,0.475917912,8.884538037,0.387365561,12.26686908,0.564470264,0.75,0.37500003,186,0.675,0.30357143,113,10.70043993,0.595082669,8.852698323,0.595082669,10.78640011,0.595082669,8.852698323,0.595082669,12.85975519,0.595082669,0.725,0.33928573,168,0.6875,0.30357143,97,9.260813105,0.494921562,10.42516855,0.438339953,10.34428427,0.466630758,7.531755422,0.438339953,13.12824845,0.494921562,0.7375,0.35714287,169,0.5625,0.30357143,93,11.9891323,0.665023312,9.517615475,0.554130962,10.22365907,0.407524208,7.595259376,0.160656258,12.34586948,0.665023312,0
0.725,0.35714287,0.8125,0.39285716,106,10.39774528,0.777539799,9.243605796,0.895566344,10.28712563,0.836553072,8.655965974,0.777539799,13.04050317,0.895566344,0.83750004,0.4107143,237,0.725,0.30357143,106,10.36678741,0.912529219,8.882985904,0.827511485,10.59050903,0.870020352,7.926181922,0.827511485,14.07681997,0.912529219,0.7,0.3214286,170,0.5,0.30357143,103,9.151488071,1.160238362,8.467041698,1.160238362,10.67592363,1.160238362,8.234216105,1.160238362,14.94860172,1.160238362,0.7,0.33928573,134,0.6625,0.30357143,91,9.967675444,0.78767477,11.24083659,0.909029267,10.55635648,0.984834541,7.524618038,0.452421114,13.66510553,1.790213015,0
0.8125,0.4107143,0.5125,0.25,81,9.270985158,0.449762276,10.0982878,0.449762276,10.10838312,0.449762276,8.747357699,0.449762276,11.96378244,0.449762276,0.77500004,0.37500003,150,0.6,0.30357143,107,12.08266725,0.856532378,10.0000759,0.375347209,10.82670171,0.615939793,8.238746209,0.375347209,13.10259323,0.856532378,0.675,0.30357143,177,0.6625,0.30357143,114,9.538014028,0.323661694,8.579844851,0.49929855,10.56407445,0.411480122,8.433213554,0.323661694,14.41482273,0.49929855,0.6125,0.25,152,0.38750002,0.23214287,99,8.418218914,0.686517505,10.76944369,0.145459328,10.43526201,0.522012484,8.418218914,0.145459328,12.12111779,0.882568884,0
0.7875,0.39285716,0.4875,0.23214287,106,10.7003523,0.520005173,12.37534162,0.155857073,10.58534263,0.337931123,9.241776455,0.155857073,12.37534162,0.520005173,0.7625,0.35714287,167,0.7625,0.35714287,115,11.24422468,0.228004493,10.64021748,0.410616908,10.40786292,0.319310701,8.870262639,0.228004493,13.73927421,0.410616908,0.6625,0.33928573,184,0.6,0.2857143,82,10.78932545,0.888944033,10.401053,0.499447284,10.75421587,0.694195658,8.727674028,0.499447284,13.72352095,0.888944033,0.575,0.23214287,209,0.5,0.23214287,41,9.360216359,0.149225289,11.14921658,0.271815589,10.3958637,0.259454057,9.320897251,0.149225289,11.48634815,0.357321293,0
