0.75 0.35714287 0.575 0.30357143 74 10.96047119 0.6243240614 10.2659073492 0.1831609217 10.6383169671 0.4037424916 8.5307323036 0.1831609217 12.1783567236 0.6243240614 0.7625 0.35714287 226 0.5125 0.25 73 10.3154673983 0.1846267892 9.7519899189 0.1846267892 10.339204107 0.1846267892 8.1831901258 0.1846267892 11.8807087311 0.1846267892 0.7375 0.35714287 159 0.575 0.2857143 66 10.0869520041 0.0176768362 10.0239334357 0.1303671916 10.4560936415 0.0740220139 9.1696844719 0.0176768362 11.2719913745 0.1303671916 0.725 0.3214286 133 0.725 0.3214286 74 10.169263968 0.4123050866 10.3120407158 0.1058784942 10.3738644384 0.2590917904 9.2437495021 0.1058784942 11.3021691353 0.4123050866 0
0.77500004 0.37500003 0.77500004 0.37500003 65 10.3760074686 0.0452291445 9.4674157153 0.0452291445 10.3468237397 0.0452291445 8.1699382874 0.0452291445 12.4291246448 0.0452291445 0.75 0.35714287 159 0.75 0.35714287 57 10.4534102839 0.0894322991 10.1659984872 0.1036850787 10.5026521316 0.0965586889 8.1747469962 0.0894322991 12.0336210832 0.1036850787 0.725 0.3214286 143 0.4375 0.23214287 57 9.2621040086 0.1693356114 10.8245221314 0.1693356114 10.3847621498 0.1693356114 9.1884747027 0.1693356114 11.3585070543 0.1693356114 0.71250004 0.3214286 125 0.5625 0.26785716 66 10.3839023925 0.4614735119 10.0143925859 0.0855322216 10.3103263803 0.2735028668 8.5575498189 0.0855322216 11.5685756787 0.4614735119 0
0.77500004 0.35714287 0.725 0.3214286 65 10.362679036 0.1760487091 10.1241379256 0.1760487091 10.4248047317 0.1760487091 8.4494178564 0.1760487091 13.1933522836 0.1760487091 0.75 0.35714287 150 0.5 0.26785716 57 11.6137239276 0.216007772 8.7930821426 0.1313860001 10.3690722961 0.173696886 8.4032092978 0.1313860001 12.0388108406 0.216007772 0.7375 0.35714287 142 0.6 0.2857143 57 9.4776236182 0.0612752186 10.2409217246 0.0612752186 10.534962273 0.0612752186 9.4776236182 0.0612752186 11.3024082815 0.0612752186 0.7375 0.33928573 134 0.575 0.26785716 74 10.0600077016 0.326609096 10.2491565306 0.0489645868 10.2616157019 0.1877868414 8.9607058992 0.0489645868 11.4994676825 0.326609096 0
0.77500004 0.37500003 0.77500004 0.37500003 54 10.477287564 0.145320746 11.2449375917 0.145320746 10.4205239151 0.145320746 8.6162302822 0.145320746 12.4408535709 0.145320746 0.75 0.35714287 144 0.6625 0.2857143 65 9.4593586623 0.089895831 10.1816941389 0.0309120543 10.4405725186 0.0604039426 8.5894082877 0.0309120543 11.7397813364 0.089895831 0.71250004 0.3214286 167 0.4625 0.25 73 10.1523126559 0.0298852388 10.9552092895 0.0298852388 10.1143387228 0.0298852388 9.0219084071 0.0298852388 10.9776844415 0.0298852388 0.725 0.3214286 135 0.6625 0.30357143 65 11.6239680847 0.1013755674 10.2393121474 0.1080460226 10.4411560869 0.104710795 8.7865627454 0.1013755674 11.6239680847 0.1080460226 0
0.8 0.39285716 0.6875 0.30357143 65 8.1649926863 0.0894536349 10.5226522651 0.0894536349 10.5933744459 0.0894536349 8.1649926863 0.0894536349 11.889161719 0.0894536349 0.77500004 0.35714287 158 0.6875 0.3214286 66 9.9908293369 0.083092968 10.2308729241 0.083092968 10.1852237309 0.083092968 8.3716652312 0.083092968 11.6711148139 0.083092968 0.7375 0.35714287 134 0.5625 0.2857143 49 11.1756620743 0.1310115282 11.1261312242 0.1310115282 10.3824779406 0.1310115282 9.0485773535 0.1310115282 11.4576071731 0.1310115282 0.725 0.33928573 126 0.425 0.26785716 81 9.9709993009 0.0385072234 10.3740051286 0.0073509643 10.3644383446 0.0917731005 9.0502395626 0.0073509643 11.1934555262 0.2294611137 0
0.8125 0.39285716 0.71250004 0.2857143 65 10.5874076807 0.1218418459 9.8394711728 0.420761173 10.4987646148 0.2713015095 7.8808375989 0.1218418459 12.6120795124 0.420761173 0.7625 0.35714287 143 0.7625 0.35714287 57 8.9815446417 0.1220781287 10.6917118542 0.1220781287 10.4493763843 0.1220781287 8.9815446417 0.1220781287 11.3003765074 0.1220781287 0.725 0.3214286 151 0.45000002 0.26785716 66 10.327268238 0.0681429503 10.6515605861 0.0681429503 10.1851205935 0.0681429503 9.1039853296 0.0681429503 10.6515605861 0.0681429503 0.725 0.3214286 141 0.5625 0.2857143 67 11.1054214232 0.1132889671 10.7694092958 0.1134021724 10.3820286426 0.13551832 8.7030499253 0.1132889671 11.5054974175 0.1798638204 0
0.8125 0.37500003 0.6875 0.2857143 58 10.2481894643 0.1551215432 10.9592093126 0.1551215432 10.3538353286 0.1551215432 7.7322163568 0.1551215432 13.1770789154 0.1551215432 0.7375 0.33928573 175 0.6375 0.2857143 50 11.5172812104 0.0662211031 10.2231225681 0.0250504388 10.4326100998 0.045635771 8.7807685277 0.0250504388 11.5172812104 0.0662211031 0.725 0.33928573 184 0.6375 0.2857143 56 10.004900639 0.1276963458 11.2588232209 0.1276963458 10.4432207752 0.1276963458 9.1434779098 0.1276963458 11.2588232209 0.1276963458 0.725 0.3214286 152 0.5625 0.25 48 10.3742225022 0.075826054 10.759808362 0.0417943336 10.2385889819 0.0748236815 9.0636392592 0.0417943336 11.3918075613 0.106850657 0
0.7875 0.37500003 0.6125 0.2857143 65 10.4944445276 0.0695495159 11.8610540149 0.0695495159 10.4611272093 0.0695495159 8.6758892899 0.0695495159 12.2118082034 0.0695495159 0.7625 0.35714287 143 0.6625 0.2857143 65 9.6717116962 0.166532435 9.9737106982 0.2688552738 10.4714384449 0.2176938544 8.1099429641 0.166532435 12.0961099983 0.2688552738 0.725 0.3214286 151 0.45000002 0.26785716 83 9.9679995569 0.146147961 11.408385521 0.146147961 10.1917964767 0.146147961 8.9214443709 0.146147961 11.408385521 0.146147961 0.75 0.35714287 167 0.6625 0.2857143 48 11.4879657832 0.0440514631 10.5159530315 0.0727162039 10.3629235146 0.0954989609 8.9136468639 0.0440514631 11.4879657832 0.1697292156 0
0.7625 0.35714287 0.52500004 0.26785716 58 8.8366060141 0.1541854348 10.6676244328 0.1541854348 10.4604646174 0.1541854348 8.8366060141 0.1541854348 12.0641493449 0.1541854348 0.725 0.3214286 175 0.4375 0.26785716 58 10.0730020767 0.0800984908 9.8310599567 0.1438423121 10.3317934452 0.1119704015 8.6027653466 0.0800984908 11.6994584917 0.1438423121 0.7375 0.33928573 192 0.45000002 0.26785716 65 9.9157416001 0.1540761992 11.1679517395 0.1540761992 10.5751181793 0.1540761992 8.9072585682 0.1540761992 11.8810878118 0.1540761992 0.7375 0.33928573 159 0.6375 0.2857143 57 10.126939838 0.0456060487 10.4119347234 0.0672481722 10.2493288941 0.0692045841 8.8434899055 0.0456060487 11.4930418059 0.0947595315 0
0.75 0.35714287 0.75 0.35714287 65 8.3572613273 0.0751656236 10.353580971 0.0751656236 10.5407094333 0.0751656236 8.3572613273 0.0751656236 12.3416872534 0.0751656236 0.71250004 0.3214286 168 0.625 0.2857143 56 10.0057214842 0.0736658546 10.3821435671 0.0736658546 10.1637574831 0.0736658546 8.5976353837 0.0736658546 11.6914487522 0.0736658546 0.71250004 0.3214286 143 0.5125 0.25 73 11.0606545859 0.1233816461 10.2105855816 0.1273626564 10.5097262545 0.1253721513 8.6692924931 0.1233816461 11.8567764583 0.1273626564 0.71250004 0.3214286 144 0.425 0.25 72 9.8760905707 0.2328121809 10.2562877096 0.0783278254 10.2740251816 0.1555700031 8.9120462201 0.0783278254 11.5913193513 0.2328121809 0
